Subcategory,Control,subcategory_code,subcategory_description,function_code,function,function_name,category_code,Category,category_name,category_description,category_name_and_code
PR.IP-8: Effectiveness of protection technologies is shared with appropriate parties,SI-4,PR.IP-8,Effectiveness of protection technologies is shared with appropriate parties,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,CP-2,PR.IP-9,Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,CP-7,PR.IP-9,Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,CP-12,PR.IP-9,Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,CP-13,PR.IP-9,Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,IR-7,PR.IP-9,Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,IR-8,PR.IP-9,Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,IR-9,PR.IP-9,Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-9: Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,PE-17,PR.IP-9,Response plans (Incident Response and Business Continuity) and recovery plans (Incident Recovery and Disaster Recovery) are in place and managed,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-10: Response and recovery plans are tested,CP-4,PR.IP-10,Response and recovery plans are tested,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-10: Response and recovery plans are tested,IR-3,PR.IP-10,Response and recovery plans are tested,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-10: Response and recovery plans are tested,PM-14,PR.IP-10,Response and recovery plans are tested,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
"PR.IP-11: Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PS-1,PR.IP-11,"Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
"PR.IP-11: Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PS-2,PR.IP-11,"Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
"PR.IP-11: Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PS-3,PR.IP-11,"Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
"PR.IP-11: Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PS-4,PR.IP-11,"Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
"PR.IP-11: Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PS-5,PR.IP-11,"Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
"PR.IP-11: Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PS-6,PR.IP-11,"Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
"PR.IP-11: Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PS-7,PR.IP-11,"Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
"PR.IP-11: Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PS-8,PR.IP-11,"Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
"PR.IP-11: Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",SA-21,PR.IP-11,"Cybersecurity is included in human resources practices (e.g., deprovisioning, personnel screening)",PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-12: A vulnerability management plan is developed and implemented,RA-3,PR.IP-12,A vulnerability management plan is developed and implemented,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-12: A vulnerability management plan is developed and implemented,RA-5,PR.IP-12,A vulnerability management plan is developed and implemented,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
PR.IP-12: A vulnerability management plan is developed and implemented,SI-2,PR.IP-12,A vulnerability management plan is developed and implemented,PR,Protect (PR),Protect,PR.IP,"Information Protection Processes and Procedures (PR.IP): Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures,"Security policies (that address purpose, scope, roles, responsibilities, management commitment, and coordination among organizational entities), processes, and procedures are maintained and used to manage protection of information systems and assets.",Information Protection Processes and Procedures (PR.IP)
"PR.MA-1: Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools",MA-2,PR.MA-1,"Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools",PR,Protect (PR),Protect,PR.MA,Maintenance (PR.MA): Maintenance and repairs of industrial control and information system components is performed consistent with policies and procedures.,Maintenance,Maintenance and repairs of industrial control and information system components is performed consistent with policies and procedures.,Maintenance (PR.MA)
"PR.MA-1: Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools",MA-3,PR.MA-1,"Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools",PR,Protect (PR),Protect,PR.MA,Maintenance (PR.MA): Maintenance and repairs of industrial control and information system components is performed consistent with policies and procedures.,Maintenance,Maintenance and repairs of industrial control and information system components is performed consistent with policies and procedures.,Maintenance (PR.MA)
"PR.MA-1: Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools",MA-5,PR.MA-1,"Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools",PR,Protect (PR),Protect,PR.MA,Maintenance (PR.MA): Maintenance and repairs of industrial control and information system components is performed consistent with policies and procedures.,Maintenance,Maintenance and repairs of industrial control and information system components is performed consistent with policies and procedures.,Maintenance (PR.MA)
"PR.MA-1: Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools",MA-6,PR.MA-1,"Maintenance and repair of organizational assets is performed and logged in a timely manner, with approved and controlled tools",PR,Protect (PR),Protect,PR.MA,Maintenance (PR.MA): Maintenance and repairs of industrial control and information system components is performed consistent with policies and procedures.,Maintenance,Maintenance and repairs of industrial control and information system components is performed consistent with policies and procedures.,Maintenance (PR.MA)
"PR.MA-2: Remote maintenance of organizational assets is approved, logged, and performed in a manner that prevents unauthorized access",MA-4,PR.MA-2,"Remote maintenance of organizational assets is approved, logged, and performed in a manner that prevents unauthorized access",PR,Protect (PR),Protect,PR.MA,Maintenance (PR.MA): Maintenance and repairs of industrial control and information system components is performed consistent with policies and procedures.,Maintenance,Maintenance and repairs of industrial control and information system components is performed consistent with policies and procedures.,Maintenance (PR.MA)
"PR.PT-1: Audit/log records are determined, documented, implemented, and reviewed in accordance with policy",AU Family,PR.PT-1,"Audit/log records are determined, documented, implemented, and reviewed in accordance with policy",PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-2: Removable media is protected and its use restricted according to policy,MP-2,PR.PT-2,Removable media is protected and its use restricted according to policy,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-2: Removable media is protected and its use restricted according to policy,MP-3,PR.PT-2,Removable media is protected and its use restricted according to policy,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-2: Removable media is protected and its use restricted according to policy,MP-4,PR.PT-2,Removable media is protected and its use restricted according to policy,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-2: Removable media is protected and its use restricted according to policy,MP-5,PR.PT-2,Removable media is protected and its use restricted according to policy,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-2: Removable media is protected and its use restricted according to policy,MP-7,PR.PT-2,Removable media is protected and its use restricted according to policy,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-2: Removable media is protected and its use restricted according to policy,MP-8,PR.PT-2,Removable media is protected and its use restricted according to policy,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
"PR.PT-3: Access to systems and assets is controlled, incorporating the principle of least functionality",AC-3,PR.PT-3,"Access to systems and assets is controlled, incorporating the principle of least functionality",PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
"PR.PT-3: Access to systems and assets is controlled, incorporating the principle of least functionality",CM-7,PR.PT-3,"Access to systems and assets is controlled, incorporating the principle of least functionality",PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,AC-4,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,AC-17,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,AC-18,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,CP-8,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-7,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-19,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-20,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-21,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-22,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-23,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-24,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-25,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-29,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-32,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-36,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-37,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-38,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-39,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-40,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
PR.PT-4: Communications and control networks are protected,SC-41,PR.PT-4,Communications and control networks are protected,PR,Protect (PR),Protect,PR.PT,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,"Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology (PR.PT)
