nist_csf_subcategory,nist_csf_function,nist_csf_function_name,nist_csf_category,nist_csf_category_name,nist_csf_category_name_and_code,800-53_name,800-53_title,800-53_family,800-53_extended_description
PR.PT-4: Communications and control networks are protected,Protect (PR),Protect,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,Protective Technology (PR.PT),SC-36,Distributed Processing And Storage,System And Communications Protection,"['The organization distributes [Assignment: organization-defined processing and storage] across multiple physical locations.', 'The organization employs polling techniques to identify potential faults, errors, or compromises to [Assignment: organization-defined distributed processing and storage components].']"
PR.PT-4: Communications and control networks are protected,Protect (PR),Protect,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,Protective Technology (PR.PT),SC-37,Out-Of-Band Channels,System And Communications Protection,"['The organization employs [Assignment: organization-defined out-of-band channels] for the physical delivery or electronic transmission of [Assignment: organization-defined information, information system components, or devices] to [Assignment: organization-defined individuals or information systems].', 'The organization employs [Assignment: organization-defined security safeguards] to ensure that only [Assignment: organization-defined individuals or information systems] receive the [Assignment: organization-defined information, information system components, or devices].']"
PR.PT-4: Communications and control networks are protected,Protect (PR),Protect,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,Protective Technology (PR.PT),SC-38,Operations Security,System And Communications Protection,['The organization employs [Assignment: organization-defined operations security safeguards] to protect key organizational information throughout the system development life cycle.']
PR.PT-4: Communications and control networks are protected,Protect (PR),Protect,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,Protective Technology (PR.PT),SC-39,Process Isolation,System And Communications Protection,"['The information system maintains a separate execution domain for each executing process.', 'The information system implements underlying hardware separation mechanisms to facilitate process separation.', 'The information system maintains a separate execution domain for each thread in [Assignment: organization-defined multi-threaded processing].']"
PR.PT-4: Communications and control networks are protected,Protect (PR),Protect,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,Protective Technology (PR.PT),SC-40,Wireless Link Protection,System And Communications Protection,"['The information system protects external and internal [Assignment: organization-defined wireless links] from [Assignment: organization-defined types of signal parameter attacks or references to sources for such attacks].', 'The information system implements cryptographic mechanisms that achieve [Assignment: organization-defined level of protection] against the effects of intentional electromagnetic interference.', 'The information system implements cryptographic mechanisms to reduce the detection potential of wireless links to [Assignment: organization-defined level of reduction].', 'The information system implements cryptographic mechanisms to identify and reject wireless transmissions that are deliberate attempts to achieve imitative or manipulative communications deception based on signal parameters.', 'The information system implements cryptographic mechanisms to prevent the identification of [Assignment: organization-defined wireless transmitters] by using the transmitter signal parameters.']"
PR.PT-4: Communications and control networks are protected,Protect (PR),Protect,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,Protective Technology (PR.PT),SC-41,Port And I/O Device Access,System And Communications Protection,['The organization physically disables or removes [Assignment: organization-defined connection ports or input/output devices] on [Assignment: organization-defined information systems or information system components].']
PR.PT-4: Communications and control networks are protected,Protect (PR),Protect,"Protective Technology (PR.PT): Technical security solutions are managed to ensure the security and resilience of systems and assets, consistent with related policies, procedures, and agreements.",Protective Technology,Protective Technology (PR.PT),SC-43,Usage Restrictions,System And Communications Protection,"['The organization:', 'SC-43a.: Establishes usage restrictions and implementation guidance for [Assignment: organization-defined information system components] based on the potential to cause damage to the information system if used maliciously; and']"
DE.AE-1: A baseline of network operations and expected data flows for users and systems is established and managed,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),AC-4,Information Flow Enforcement,Access Control,"['The information system enforces approved authorizations for controlling the flow of information within the system and between interconnected systems based on [Assignment: organization-defined information flow control policies].', 'The information system uses [Assignment: organization-defined security attributes] associated with [Assignment: organization-defined information, source, and destination objects] to enforce [Assignment: organization-defined information flow control policies] as a basis for flow control decisions.', 'The information system uses protected processing domains to enforce [Assignment: organization-defined information flow control policies] as a basis for flow control decisions.', 'The information system enforces dynamic information flow control based on [Assignment: organization-defined policies].', 'The information system prevents encrypted information from bypassing content-checking mechanisms by [Selection (one or more): decrypting the information; blocking the flow of the encrypted information; terminating communications sessions attempting to pass encrypted information; [Assignment: organization-defined procedure or method]].', 'The information system enforces [Assignment: organization-defined limitations] on embedding data types within other data types.', 'The information system enforces information flow control based on [Assignment: organization-defined metadata].', 'The information system enforces [Assignment: organization-defined one-way information flows] using hardware mechanisms.', 'The information system enforces information flow control using [Assignment: organization-defined security policy filters] as a basis for flow control decisions for [Assignment: organization-defined information flows].', 'The information system enforces the use of human reviews for [Assignment: organization-defined information flows] under the following conditions: [Assignment: organization-defined conditions].', 'The information system provides the capability for privileged administrators to enable/disable [Assignment: organization-defined security policy filters] under the following conditions: [Assignment: organization-defined conditions].', 'The information system provides the capability for privileged administrators to configure [Assignment: organization-defined security policy filters] to support different security policies.', 'The information system, when transferring information between different security domains, uses [Assignment: organization-defined data type identifiers] to validate data essential for information flow decisions.', 'The information system, when transferring information between different security domains, decomposes information into [Assignment: organization-defined policy-relevant subcomponents] for submission to policy enforcement mechanisms.', 'The information system, when transferring information between different security domains, implements [Assignment: organization-defined security policy filters] requiring fully enumerated formats that restrict data structure and content.', 'The information system, when transferring information between different security domains, examines the information for the presence of [Assignment: organized-defined unsanctioned information] and prohibits the transfer of such information in accordance with the [Assignment: organization-defined security policy].', '[Withdrawn: Incorporated into AC-4].', 'The information system uniquely identifies and authenticates source and destination points by [Selection (one or more): organization, system, application, individual] for information transfer.', 'The information system binds security attributes to information using [Assignment: organization-defined binding techniques] to facilitate information flow policy enforcement.', 'The information system, when transferring information between different security domains, applies the same security policy filtering to metadata as it applies to data payloads.', 'The organization employs [Assignment: organization-defined solutions in approved configurations] to control the flow of [Assignment: organization-defined information] across security domains.', 'The information system separates information flows logically or physically using [Assignment: organization-defined mechanisms and/or techniques] to accomplish [Assignment: organization-defined required separations by types of information].', 'The information system provides access from a single device to computing platforms, applications, or data residing on multiple different security domains, while preventing any information flow between the different security domains.']"
DE.AE-1: A baseline of network operations and expected data flows for users and systems is established and managed,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),CA-3,System Interconnections,Security Assessment And Authorization,"['The organization:', 'CA-3a.: Authorizes connections from the information system to other information systems through the use of Interconnection Security Agreements;', 'The organization prohibits the direct connection of an [Assignment: organization-defined unclassified, national security system] to an external network without the use of [Assignment: organization-defined boundary protection device].', 'The organization prohibits the direct connection of a classified, national security system to an external network without the use of [Assignment: organization-defined boundary protection device].', 'The organization prohibits the direct connection of an [Assignment: organization-defined unclassified, non-national security system] to an external network without the use of [Assignment; organization-defined boundary protection device].', 'The organization prohibits the direct connection of an [Assignment: organization-defined information system] to a public network.', 'The organization employs [Selection: allow-all, deny-by-exception; deny-all, permit-by-exception] policy for allowing [Assignment: organization-defined information systems] to connect to external information systems.']"
DE.AE-1: A baseline of network operations and expected data flows for users and systems is established and managed,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),CM-2,Baseline Configuration,Configuration Management,"['The organization develops, documents, and maintains under configuration control, a current baseline configuration of the information system.', 'The organization reviews and updates the baseline configuration of the information system:', 'CM-2 (1)(a): [Assignment: organization-defined frequency];', 'CM-2 (1)(b): When required due to [Assignment organization-defined circumstances]; and', 'CM-2 (1)(c): As an integral part of information system component installations and upgrades.', 'The organization employs automated mechanisms to maintain an up-to-date, complete, accurate, and readily available baseline configuration of the information system.', 'The organization retains [Assignment: organization-defined previous versions of baseline configurations of the information system] to support rollback.', '[Withdrawn: Incorporated into CM-7].', '[Withdrawn: Incorporated into CM-7].', 'The organization maintains a baseline configuration for information system development and test environments that is managed separately from the operational baseline configuration.', 'The organization:', 'CM-2 (7)(a): Issues [Assignment: organization-defined information systems, system components, or devices] with [Assignment: organization-defined configurations] to individuals traveling to locations that the organization deems to be of significant risk; and', 'CM-2 (7)(b): Applies [Assignment: organization-defined security safeguards] to the devices when the individuals return.']"
DE.AE-1: A baseline of network operations and expected data flows for users and systems is established and managed,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),SI-4,Information System Monitoring,System And Information Integrity,"['The organization:', 'SI-4a.: Monitors the information system to detect:', 'SI-4a.1.: Attacks and indicators of potential attacks in accordance with [Assignment: organization-defined monitoring objectives]; and', 'SI-4a.2.: Unauthorized local, network, and remote connections;', 'The organization connects and configures individual intrusion detection tools into an information system-wide intrusion detection system.', 'The organization employs automated tools to support near real-time analysis of events.', 'The organization employs automated tools to integrate intrusion detection tools into access control and flow control mechanisms for rapid response to attacks by enabling reconfiguration of these mechanisms in support of attack isolation and elimination.', 'The information system monitors inbound and outbound communications traffic [Assignment: organization-defined frequency] for unusual or unauthorized activities or conditions.', 'The information system alerts [Assignment: organization-defined personnel or roles] when the following indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].', '[Withdrawn: Incorporated into AC-6 (10)].', 'The information system notifies [Assignment: organization-defined incident response personnel (identified by name and/or by role)] of detected suspicious events and takes [Assignment: organization-defined least-disruptive actions to terminate suspicious events].', '[Withdrawn: Incorporated into SI-4].', 'The organization tests intrusion-monitoring tools [Assignment: organization-defined frequency].', 'The organization makes provisions so that [Assignment: organization-defined encrypted communications traffic] is visible to [Assignment: organization-defined information system monitoring tools].', 'The organization analyzes outbound communications traffic at the external boundary of the information system and selected [Assignment: organization-defined interior points within the system (e.g., subnetworks, subsystems)] to discover anomalies.', 'The organization employs automated mechanisms to alert security personnel of the following inappropriate or unusual activities with security implications: [Assignment: organization-defined activities that trigger alerts].', 'The organization:', 'SI-4 (13)(a): Analyzes communications traffic/event patterns for the information system;', 'SI-4 (13)(b): Develops profiles representing common traffic patterns and/or events; and', 'SI-4 (13)(c): Uses the traffic/event profiles in tuning system-monitoring devices to reduce the number of false positives and the number of false negatives.', 'The organization employs a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises/breaches to the information system.', 'The organization employs an intrusion detection system to monitor wireless communications traffic as the traffic passes from wireless to wireline networks.', 'The organization correlates information from monitoring tools employed throughout the information system.', 'The organization correlates information from monitoring physical, cyber, and supply chain activities to achieve integrated, organization-wide situational awareness.', 'The organization analyzes outbound communications traffic at the external boundary of the information system (i.e., system perimeter) and at [Assignment: organization-defined interior points within the system (e.g., subsystems, subnetworks)] to detect covert exfiltration of information.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals who have been identified by [Assignment: organization-defined sources] as posing an increased level of risk.', 'The organization implements [Assignment: organization-defined additional monitoring] of privileged users.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals during [Assignment: organization-defined probationary period].', 'The information system detects network services that have not been authorized or approved by [Assignment: organization-defined authorization or approval processes] and [Selection (one or more): audits; alerts [Assignment: organization-defined personnel or roles]].', 'The organization implements [Assignment: organization-defined host-based monitoring mechanisms] at [Assignment: organization-defined information system components].', 'The information system discovers, collects, distributes, and uses indicators of compromise.']"
DE.AE-2: Detected events are analyzed to understand attack targets and methods,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),AU-6,"Audit Review, Analysis, And Reporting",Audit And Accountability,"['The organization:', 'AU-6a.: Reviews and analyzes information system audit records [Assignment: organization-defined frequency] for indications of [Assignment: organization-defined inappropriate or unusual activity]; and', 'The organization employs automated mechanisms to integrate audit review, analysis, and reporting processes to support organizational processes for investigation and response to suspicious activities.', '[Withdrawn: Incorporated into SI-4].', 'The organization analyzes and correlates audit records across different repositories to gain organization-wide situational awareness.', 'The information system provides the capability to centrally review and analyze audit records from multiple components within the system.', 'The organization integrates analysis of audit records with analysis of [Selection (one or more): vulnerability scanning information; performance data; information system monitoring information; [Assignment: organization-defined data/information collected from other sources]] to further enhance the ability to identify inappropriate or unusual activity.', 'The organization correlates information from audit records with information obtained from monitoring physical access to further enhance the ability to identify suspicious, inappropriate, unusual, or malevolent activity.', 'The organization specifies the permitted actions for each [Selection (one or more): information system process; role; user] associated with the review, analysis, and reporting of audit information.', 'The organization performs a full text analysis of audited privileged commands in a physically distinct component or subsystem of the information system, or other information system that is dedicated to that analysis.', 'The organization correlates information from nontechnical sources with audit information to enhance organization-wide situational awareness.', 'The organization adjusts the level of audit review, analysis, and reporting within the information system when there is a change in risk based on law enforcement information, intelligence information, or other credible sources of information.']"
DE.AE-2: Detected events are analyzed to understand attack targets and methods,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),CA-7,Continuous Monitoring,Security Assessment And Authorization,"['The organization develops a continuous monitoring strategy and implements a continuous monitoring program that includes:', 'CA-7a.: Establishment of [Assignment: organization-defined metrics] to be monitored;', 'The organization employs assessors or assessment teams with [Assignment: organization-defined level of independence] to monitor the security controls in the information system on an ongoing basis.', '[Withdrawn: Incorporated into CA-2].', 'The organization employs trend analyses to determine if security control implementations, the frequency of continuous monitoring activities, and/or the types of activities used in the continuous monitoring process need to be modified based on empirical data.']"
DE.AE-2: Detected events are analyzed to understand attack targets and methods,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),IR-4,Incident Handling,Incident Response,"['The organization:', 'IR-4a.: Implements an incident handling capability for security incidents that includes preparation, detection and analysis, containment, eradication, and recovery;', 'The organization employs automated mechanisms to support the incident handling process.', 'The organization includes dynamic reconfiguration of [Assignment: organization-defined information system components] as part of the incident response capability.', 'The organization identifies [Assignment: organization-defined classes of incidents] and [Assignment: organization-defined actions to take in response to classes of incidents] to ensure continuation of organizational missions and business functions.', 'The organization correlates incident information and individual incident responses to achieve an organization-wide perspective on incident awareness and response.', 'The organization implements a configurable capability to automatically disable the information system if [Assignment: organization-defined security violations] are detected.', 'The organization implements incident handling capability for insider threats.', 'The organization coordinates incident handling capability for insider threats across [Assignment: organization-defined components or elements of the organization].', 'The organization coordinates with [Assignment: organization-defined external organizations] to correlate and share [Assignment: organization-defined incident information] to achieve a cross-organization perspective on incident awareness and more effective incident responses.', 'The organization employs [Assignment: organization-defined dynamic response capabilities] to effectively respond to security incidents.', 'The organization coordinates incident handling activities involving supply chain events with other organizations involved in the supply chain.']"
DE.AE-2: Detected events are analyzed to understand attack targets and methods,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),SI-4,Information System Monitoring,System And Information Integrity,"['The organization:', 'SI-4a.: Monitors the information system to detect:', 'SI-4a.1.: Attacks and indicators of potential attacks in accordance with [Assignment: organization-defined monitoring objectives]; and', 'SI-4a.2.: Unauthorized local, network, and remote connections;', 'The organization connects and configures individual intrusion detection tools into an information system-wide intrusion detection system.', 'The organization employs automated tools to support near real-time analysis of events.', 'The organization employs automated tools to integrate intrusion detection tools into access control and flow control mechanisms for rapid response to attacks by enabling reconfiguration of these mechanisms in support of attack isolation and elimination.', 'The information system monitors inbound and outbound communications traffic [Assignment: organization-defined frequency] for unusual or unauthorized activities or conditions.', 'The information system alerts [Assignment: organization-defined personnel or roles] when the following indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].', '[Withdrawn: Incorporated into AC-6 (10)].', 'The information system notifies [Assignment: organization-defined incident response personnel (identified by name and/or by role)] of detected suspicious events and takes [Assignment: organization-defined least-disruptive actions to terminate suspicious events].', '[Withdrawn: Incorporated into SI-4].', 'The organization tests intrusion-monitoring tools [Assignment: organization-defined frequency].', 'The organization makes provisions so that [Assignment: organization-defined encrypted communications traffic] is visible to [Assignment: organization-defined information system monitoring tools].', 'The organization analyzes outbound communications traffic at the external boundary of the information system and selected [Assignment: organization-defined interior points within the system (e.g., subnetworks, subsystems)] to discover anomalies.', 'The organization employs automated mechanisms to alert security personnel of the following inappropriate or unusual activities with security implications: [Assignment: organization-defined activities that trigger alerts].', 'The organization:', 'SI-4 (13)(a): Analyzes communications traffic/event patterns for the information system;', 'SI-4 (13)(b): Develops profiles representing common traffic patterns and/or events; and', 'SI-4 (13)(c): Uses the traffic/event profiles in tuning system-monitoring devices to reduce the number of false positives and the number of false negatives.', 'The organization employs a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises/breaches to the information system.', 'The organization employs an intrusion detection system to monitor wireless communications traffic as the traffic passes from wireless to wireline networks.', 'The organization correlates information from monitoring tools employed throughout the information system.', 'The organization correlates information from monitoring physical, cyber, and supply chain activities to achieve integrated, organization-wide situational awareness.', 'The organization analyzes outbound communications traffic at the external boundary of the information system (i.e., system perimeter) and at [Assignment: organization-defined interior points within the system (e.g., subsystems, subnetworks)] to detect covert exfiltration of information.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals who have been identified by [Assignment: organization-defined sources] as posing an increased level of risk.', 'The organization implements [Assignment: organization-defined additional monitoring] of privileged users.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals during [Assignment: organization-defined probationary period].', 'The information system detects network services that have not been authorized or approved by [Assignment: organization-defined authorization or approval processes] and [Selection (one or more): audits; alerts [Assignment: organization-defined personnel or roles]].', 'The organization implements [Assignment: organization-defined host-based monitoring mechanisms] at [Assignment: organization-defined information system components].', 'The information system discovers, collects, distributes, and uses indicators of compromise.']"
DE.AE-3: Event data are aggregated and correlated from multiple sources and sensors,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),AU-6,"Audit Review, Analysis, And Reporting",Audit And Accountability,"['The organization:', 'AU-6a.: Reviews and analyzes information system audit records [Assignment: organization-defined frequency] for indications of [Assignment: organization-defined inappropriate or unusual activity]; and', 'The organization employs automated mechanisms to integrate audit review, analysis, and reporting processes to support organizational processes for investigation and response to suspicious activities.', '[Withdrawn: Incorporated into SI-4].', 'The organization analyzes and correlates audit records across different repositories to gain organization-wide situational awareness.', 'The information system provides the capability to centrally review and analyze audit records from multiple components within the system.', 'The organization integrates analysis of audit records with analysis of [Selection (one or more): vulnerability scanning information; performance data; information system monitoring information; [Assignment: organization-defined data/information collected from other sources]] to further enhance the ability to identify inappropriate or unusual activity.', 'The organization correlates information from audit records with information obtained from monitoring physical access to further enhance the ability to identify suspicious, inappropriate, unusual, or malevolent activity.', 'The organization specifies the permitted actions for each [Selection (one or more): information system process; role; user] associated with the review, analysis, and reporting of audit information.', 'The organization performs a full text analysis of audited privileged commands in a physically distinct component or subsystem of the information system, or other information system that is dedicated to that analysis.', 'The organization correlates information from nontechnical sources with audit information to enhance organization-wide situational awareness.', 'The organization adjusts the level of audit review, analysis, and reporting within the information system when there is a change in risk based on law enforcement information, intelligence information, or other credible sources of information.']"
DE.AE-3: Event data are aggregated and correlated from multiple sources and sensors,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),CA-7,Continuous Monitoring,Security Assessment And Authorization,"['The organization develops a continuous monitoring strategy and implements a continuous monitoring program that includes:', 'CA-7a.: Establishment of [Assignment: organization-defined metrics] to be monitored;', 'The organization employs assessors or assessment teams with [Assignment: organization-defined level of independence] to monitor the security controls in the information system on an ongoing basis.', '[Withdrawn: Incorporated into CA-2].', 'The organization employs trend analyses to determine if security control implementations, the frequency of continuous monitoring activities, and/or the types of activities used in the continuous monitoring process need to be modified based on empirical data.']"
DE.AE-3: Event data are aggregated and correlated from multiple sources and sensors,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),IR-4,Incident Handling,Incident Response,"['The organization:', 'IR-4a.: Implements an incident handling capability for security incidents that includes preparation, detection and analysis, containment, eradication, and recovery;', 'The organization employs automated mechanisms to support the incident handling process.', 'The organization includes dynamic reconfiguration of [Assignment: organization-defined information system components] as part of the incident response capability.', 'The organization identifies [Assignment: organization-defined classes of incidents] and [Assignment: organization-defined actions to take in response to classes of incidents] to ensure continuation of organizational missions and business functions.', 'The organization correlates incident information and individual incident responses to achieve an organization-wide perspective on incident awareness and response.', 'The organization implements a configurable capability to automatically disable the information system if [Assignment: organization-defined security violations] are detected.', 'The organization implements incident handling capability for insider threats.', 'The organization coordinates incident handling capability for insider threats across [Assignment: organization-defined components or elements of the organization].', 'The organization coordinates with [Assignment: organization-defined external organizations] to correlate and share [Assignment: organization-defined incident information] to achieve a cross-organization perspective on incident awareness and more effective incident responses.', 'The organization employs [Assignment: organization-defined dynamic response capabilities] to effectively respond to security incidents.', 'The organization coordinates incident handling activities involving supply chain events with other organizations involved in the supply chain.']"
DE.AE-3: Event data are aggregated and correlated from multiple sources and sensors,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),IR-5,Incident Monitoring,Incident Response,"['The organization tracks and documents information system security incidents.', 'The organization employs automated mechanisms to assist in the tracking of security incidents and in the collection and analysis of incident information.']"
DE.AE-3: Event data are aggregated and correlated from multiple sources and sensors,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),IR-8,Incident Response Plan,Incident Response,"['The organization:', 'IR-8a.: Develops an incident response plan that:', 'IR-8a.1.: Provides the organization with a roadmap for implementing its incident response capability;', 'IR-8a.2.: Describes the structure and organization of the incident response capability;', 'IR-8a.3.: Provides a high-level approach for how the incident response capability fits into the overall organization;', 'IR-8a.4.: Meets the unique requirements of the organization, which relate to mission, size, structure, and functions;', 'IR-8a.5.: Defines reportable incidents;', 'IR-8a.6.: Provides metrics for measuring the incident response capability within the organization;', 'IR-8a.7.: Defines the resources and management support needed to effectively maintain and mature an incident response capability; and', 'IR-8a.8.: Is reviewed and approved by [Assignment: organization-defined personnel or roles];']"
DE.AE-3: Event data are aggregated and correlated from multiple sources and sensors,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),SI-4,Information System Monitoring,System And Information Integrity,"['The organization:', 'SI-4a.: Monitors the information system to detect:', 'SI-4a.1.: Attacks and indicators of potential attacks in accordance with [Assignment: organization-defined monitoring objectives]; and', 'SI-4a.2.: Unauthorized local, network, and remote connections;', 'The organization connects and configures individual intrusion detection tools into an information system-wide intrusion detection system.', 'The organization employs automated tools to support near real-time analysis of events.', 'The organization employs automated tools to integrate intrusion detection tools into access control and flow control mechanisms for rapid response to attacks by enabling reconfiguration of these mechanisms in support of attack isolation and elimination.', 'The information system monitors inbound and outbound communications traffic [Assignment: organization-defined frequency] for unusual or unauthorized activities or conditions.', 'The information system alerts [Assignment: organization-defined personnel or roles] when the following indications of compromise or potential compromise occur: [Assignment: organization-defined compromise indicators].', '[Withdrawn: Incorporated into AC-6 (10)].', 'The information system notifies [Assignment: organization-defined incident response personnel (identified by name and/or by role)] of detected suspicious events and takes [Assignment: organization-defined least-disruptive actions to terminate suspicious events].', '[Withdrawn: Incorporated into SI-4].', 'The organization tests intrusion-monitoring tools [Assignment: organization-defined frequency].', 'The organization makes provisions so that [Assignment: organization-defined encrypted communications traffic] is visible to [Assignment: organization-defined information system monitoring tools].', 'The organization analyzes outbound communications traffic at the external boundary of the information system and selected [Assignment: organization-defined interior points within the system (e.g., subnetworks, subsystems)] to discover anomalies.', 'The organization employs automated mechanisms to alert security personnel of the following inappropriate or unusual activities with security implications: [Assignment: organization-defined activities that trigger alerts].', 'The organization:', 'SI-4 (13)(a): Analyzes communications traffic/event patterns for the information system;', 'SI-4 (13)(b): Develops profiles representing common traffic patterns and/or events; and', 'SI-4 (13)(c): Uses the traffic/event profiles in tuning system-monitoring devices to reduce the number of false positives and the number of false negatives.', 'The organization employs a wireless intrusion detection system to identify rogue wireless devices and to detect attack attempts and potential compromises/breaches to the information system.', 'The organization employs an intrusion detection system to monitor wireless communications traffic as the traffic passes from wireless to wireline networks.', 'The organization correlates information from monitoring tools employed throughout the information system.', 'The organization correlates information from monitoring physical, cyber, and supply chain activities to achieve integrated, organization-wide situational awareness.', 'The organization analyzes outbound communications traffic at the external boundary of the information system (i.e., system perimeter) and at [Assignment: organization-defined interior points within the system (e.g., subsystems, subnetworks)] to detect covert exfiltration of information.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals who have been identified by [Assignment: organization-defined sources] as posing an increased level of risk.', 'The organization implements [Assignment: organization-defined additional monitoring] of privileged users.', 'The organization implements [Assignment: organization-defined additional monitoring] of individuals during [Assignment: organization-defined probationary period].', 'The information system detects network services that have not been authorized or approved by [Assignment: organization-defined authorization or approval processes] and [Selection (one or more): audits; alerts [Assignment: organization-defined personnel or roles]].', 'The organization implements [Assignment: organization-defined host-based monitoring mechanisms] at [Assignment: organization-defined information system components].', 'The information system discovers, collects, distributes, and uses indicators of compromise.']"
DE.AE-4: Impact of events is determined,Detect (DE),Detect,Anomalies and Events (DE.AE): Anomalous activity is detected in a timely manner and the potential impact of events is understood.,Anomalies and Events,Anomalies and Events (DE.AE),CP-2,Contingency Plan,Contingency Planning,"['The organization:', 'CP-2a.: Develops a contingency plan for the information system that:', 'CP-2a.1.: Identifies essential missions and business functions and associated contingency requirements;', 'CP-2a.2.: Provides recovery objectives, restoration priorities, and metrics;', 'CP-2a.3.: Addresses contingency roles, responsibilities, assigned individuals with contact information;', 'CP-2a.4.: Addresses maintaining essential missions and business functions despite an information system disruption, compromise, or failure;', 'CP-2a.5.: Addresses eventual, full information system restoration without deterioration of the security safeguards originally planned and implemented; and', 'CP-2a.6.: Is reviewed and approved by [Assignment: organization-defined personnel or roles];', 'The organization coordinates contingency plan development with organizational elements responsible for related plans.', 'The organization conducts capacity planning so that necessary capacity for information processing, telecommunications, and environmental support exists during contingency operations.', 'The organization plans for the resumption of essential missions and business functions within [Assignment: organization-defined time period] of contingency plan activation.', 'The organization plans for the resumption of all missions and business functions within [Assignment: organization-defined time period] of contingency plan activation.', 'The organization plans for the continuance of essential missions and business functions with little or no loss of operational continuity and sustains that continuity until full information system restoration at primary processing and/or storage sites.', 'The organization plans for the transfer of essential missions and business functions to alternate processing and/or storage sites with little or no loss of operational continuity and sustains that continuity through information system restoration to primary processing and/or storage sites.', 'The organization coordinates its contingency plan with the contingency plans of external service providers to ensure that contingency requirements can be satisfied.', 'The organization identifies critical information system assets supporting essential missions and business functions.']"
